"vendor_direct_ref","product_direct_ref","rule_id","type","category","enabled_by_default","prototype_enabled","record_type_direct_ref","tags","name","description"
"","","MATCH-S00868","templated_match","Defense Evasion","True","True","","_mitreAttackTactic:TA0005, _mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTechnique:T1078.004","New Binding Role Created on AWS EKS","A  role binding grants a resource superuser or administrative access to a Kubernetes cluster. Ensure this action is expected and performed by known Kubernetes administrators."
"","","MATCH-S00867","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTechnique:T1078.004","New Cluster Admin Binding Role Created on AWS EKS","A cluster-admin role binding grants a resource superuser or administrative access to a Kubernetes cluster. Ensure this action is expected and performed by known Kubernetes administrators."
"Amazon AWS","CloudTrail","MATCH-S00655","templated_match","Defense Evasion","True","False","","_mitreAttackTechnique:T1578, _mitreAttackTechnique:T1610, _mitreAttackTechnique:T1578.002, _mitreAttackTactic:TA0005","New Container Uploaded to AWS ECR","New Container Uploaded to AWS ECR"
"Kubernetes","Kubernetes","MATCH-S00644","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1204, _mitreAttackTechnique:T1609, _mitreAttackTechnique:T1610, _mitreAttackTechnique:T1204.003","New Kubernetes Namespace Created","Detect when a user is creating a Kubernetes namespace."
"","","MATCH-S00156","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0003, _mitreAttackTechnique:T1059, _mitreAttackTechnique:T1059.001, _mitreAttackTechnique:T1059.003","New Suspicious cmd.exe / regedit.exe / powershell.exe Service Launch","The Service Control Manager, or services.exe, has no legitimate reason to launch commands like cmd.exe, powershell.exe, or regedit.exe. Incidentally, a common way for malware to masquerade as something legitimate is to call itself service.exe."
"Microsoft","Windows","MATCH-S00152","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTactic:TA0005, _mitreAttackTechnique:T1036, _mitreAttackTechnique:T1036.003, _mitreAttackTechnique:T1036.004, _mitreAttackTechnique:T1036.005","New or Renamed Windows User Account Mimicking a Machine Account","A new or renamed user account which starts with a $ following machine account naming conventions.  Attackers could use this to bypass detection logic where machine names are filtered from rules."
"","","MATCH-S00895","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1006","NinjaCopy Usage Detected","NinjaCopy is a legacy PowerShell tool that can copy files from an NTFS volume in a manner that bypasses SACL auditing as well as DACL controls such as only allowing SYSTEM to open a file. This tool is often used to exfiltrate the Active Directory database (NTDS.dit) file from domain controllers in order to extract credential material. Usage of this tool in an environment should be considered highly suspciious."
"","Bro","LEGACY-S00181","match","Command and Control","True","False","","_mitreAttackTactic:TA0011, _mitreAttackTechnique:T1071, _mitreAttackTechnique:T1071.004","Noncompliant Protocol Tunnel Over Common Service Port","Tools or malware may be configured to send communications over a network by using a common service port to carry unrelated traffic. This is often done to bypass security controls or to obfuscate malicious traffic by mimicking a legitimate service. For example, this is often done with UDP based VPN tunnels connecting over port 53. https://attack.mitre.org/techniques/T1043/ describes the use of this technique by attackers."
"","","MATCH-S00402","templated_match","Execution","True","False","","","Normalized Security Signal","Passes through an alert from an endpoint security product and adjusts the severity accordingly based on the severity provided in the log."
"","","MATCH-S00288","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0005, _mitreAttackTactic:TA0006, _mitreAttackTechnique:T1486, _mitreAttackTechnique:T1210, _mitreAttackTechnique:T1083, _mitreAttackTechnique:T1070, _mitreAttackTechnique:T1070.001, _mitreAttackTechnique:T1036, _mitreAttackTechnique:T1036.004, _mitreAttackTechnique:T1036.005, _mitreAttackTechnique:T1003, _mitreAttackTechnique:T1003.001, _mitreAttackTechnique:T1021, _mitreAttackTechnique:T1021.002, _mitreAttackTechnique:T1053, _mitreAttackTechnique:T1053.005, _mitreAttackTechnique:T1218, _mitreAttackTechnique:T1218.011, _mitreAttackTechnique:T1518, _mitreAttackTechnique:T1518.001, _mitreAttackTechnique:T1569, _mitreAttackTechnique:T1569.002, _mitreAttackTechnique:T1529, _mitreAttackTechnique:T1078, _mitreAttackTechnique:T1078.003, _mitreAttackTechnique:T1047","NotPetya Ransomware Activity","Detects NotPetya ransomware activity by identifying one of these occurring: the extracted passwords are passed back to the main module via named pipe, the file system journal of drive C is deleted or windows eventlogs are cleared using wevtutil."
"Microsoft","Office 365","MATCH-S00455","templated_match","Credential Access","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTactic:TA0005, _mitreAttackTactic:TA0006, _mitreAttackTechnique:T1078, _mitreAttackTechnique:T1078.004","O365 - Successful Authentication with PowerShell User Agent","Detects a successful authentication to Office 365 where the user agent string contains PowerShell. By default, PowerShell will appear in the user agent string when used in authentication attempts for 0365. This can be an indication of a PowerShell Exploitation framework being used to authenticate."
"Microsoft","Office 365","MATCH-S00068","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0003, _mitreAttackTechnique:T1098, _mitreAttackTechnique:T1098.003, _mitreAttackTechnique:T1078, _mitreAttackTechnique:T1078.004","O365 - Users Password Changed","This is usually routine administrative activity, but should be monitored in case an administrative user has been compromised."
"Microsoft","Office 365","MATCH-S00069","templated_match","Credential Access","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0003, _mitreAttackTechnique:T1098, _mitreAttackTechnique:T1098.003, _mitreAttackTechnique:T1078, _mitreAttackTechnique:T1078.004","O365 - Users Password Reset","Detects typically routine administrative activity, but should be monitored in case an administrative user has been compromised."
"","","MATCH-S01053","templated_match","Unknown/Other","True","False","","","OCSF Compliance Finding","Passes through compliance findings from OCSF sources.

Compliance Control: {{fields['compliance.control']}} 
Finding Info: {{fields['finding_info.desc']}} 
Finding Origin: {{fields['metadata.product.name']}}"
"","","MATCH-S01054","templated_match","Unknown/Other","True","False","","","OCSF Detection Finding","Passes through detection findings from OCSF sources.

Remediation Info: {{fields['remediation.references.1']}} 
Finding Info: {{fields['finding_info.desc']}} 
Finding Origin: {{fields['metadata.product.name']}}"
"","","MATCH-S01055","templated_match","Unknown/Other","True","False","","","OCSF Vulnerability Finding","Passes through vulnerability findings from OCSF sources.

Remediation Info: {{fields['remediation.references.1']}} 
Finding Info: {{fields['finding_info.desc']}} 
Finding Origin: {{fields['metadata.product.name']}}"
"","","MATCH-S00828","templated_match","Collection","True","False","","_mitreAttackTactic:TA0009, _mitreAttackTechnique:T1114.003","Office 365 Exchange Transport Rule Created","Threat actors may create, update or otherwise modify various Office 365 inbox rules to delete sensitive emails - such as those originating from security teams - or automatically forward emails to a mailbox in their control."
"","","MATCH-S00829","templated_match","Collection","True","False","","_mitreAttackTactic:TA0009, _mitreAttackTechnique:T1114.003","Office 365 Exchange Transport Rule Enabled","Threat actors may create, update or otherwise modify various Office 365 inbox rules to delete sensitive emails - such as those originating from security teams - or automatically forward emails to a mailbox in their control."
"","","MATCH-S00830","templated_match","Collection","True","False","","_mitreAttackTactic:TA0009, _mitreAttackTechnique:T1114.003","Office 365 Forwarding Rule Created","Threat actors may create, update or otherwise modify various Office 365 inbox rules to automatically forward emails to a mailbox in their control."
"","","MATCH-S00833","templated_match","Collection","True","False","","_mitreAttackTactic:TA0009, _mitreAttackTechnique:T1114.003","Office 365 Inbox Rule Created","Threat actors may create, update or otherwise modify various Office 365 inbox rules to delete sensitive emails - such as those originating from security teams - or automatically forward emails to a mailbox in their control."
"","","MATCH-S00832","templated_match","Collection","True","False","","_mitreAttackTactic:TA0009, _mitreAttackTechnique:T1114.003","Office 365 Inbox Rule Updated","Threat actors may create, update or otherwise modify various Office 365 inbox rules to delete sensitive emails - such as those originating from security teams - or automatically forward emails to a mailbox in their control."
"","","MATCH-S00831","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1562.008","Office 365 Unified Audit Logging Disabled","Cloud environments such as Office 365 and Azure allow for collection and analysis of audit telemetry that provides insight into what activities a user does within the Office 365 environment. If a threat actor has sufficient permissions, they can disable logging to avoid detection of their potentially malicious activities."
"","","MATCH-S00137","templated_match","Execution","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0002, _mitreAttackTactic:TA0043, _mitreAttackTechnique:T1204, _mitreAttackTechnique:T1204.001, _mitreAttackTechnique:T1204.002, _mitreAttackTechnique:T1204.003, _mitreAttackTechnique:T1566, _mitreAttackTechnique:T1566.001, _mitreAttackTechnique:T1566.002, _mitreAttackTechnique:T1566.003, _mitreAttackTechnique:T1598.001, _mitreAttackTechnique:T1598.002, _mitreAttackTechnique:T1598.003, _mitreAttackTechnique:T1598","Office Application or Browser Launching Shell","This alert detects a shell launched by an office product or browser that should not be spawning shell processes. Attackers may inject code into Office documents or abuse Windows utilities to spawn shells that will execute malicious commands."
"Okta","","MATCH-S00906","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTactic:TA0008, _mitreAttackTechnique:T1550.001","Okta - Application Created","This rule looks for an Okta application being created. Ensure that this activity is expected and authorized. Only Okta administrators should be creating applications. Check the Okta administrator portal for more details regarding the application in question such as scopes and access levels. The field ""fields[""target.1.alternateId""]"" contains the name of the application that was created"
"Okta","","MATCH-S00903","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTechnique:T1098.005","Okta - Device Added To User","An Okta device was added to a user. This activity may occur as part of normal user operations such as lost device. It is recommended that other events around this activity – particularly Okta events – be reviewed to determine if this activity is expected. The “target” element in the full event has the details of the type of device being added. This information can be used to confirm the activity with the user in question if deemed necessary."
"Okta","","MATCH-S00904","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTechnique:T1098.005","Okta - Device Removed From User","An Okta device was removed from a user. It is recommended that the user performing the action be cross-referenced to a list of approved Okta administrators. In addition, examine the IP address of the user who is performing the action to determine of this activity is expected. The ""target.1."" fields of the detailed event contain information regarding which device was removed."
